sim.id,measurement,method,variable,component,value
8,effsize,mcmc,beta,2,1958.07196897231
8,mean,mcmc,beta,3,0.372280379673036
8,sd,mcmc,beta,3,0.0800333491674274
8,effsize,mcmc,beta,3,1823.97390337108
8,mean,mcmc,tau,-1,0.326868054473903
8,sd,mcmc,tau,-1,0.0204118342766578
8,effsize,mcmc,tau,-1,2383.66478338756
8,mean,mcmc,nu,-1,2.45497675213425
8,sd,mcmc,nu,-1,1.50367781313523
8,effsize,mcmc,nu,-1,1700
8,mean,mcmc,gamma,1,0.67647292055138
8,sd,mcmc,gamma,1,0.238376626857385
8,effsize,mcmc,gamma,1,1700
8,mean,mcmc,gamma,2,0.40538128794264
8,sd,mcmc,gamma,2,0.21110583447715
8,effsize,mcmc,gamma,2,1700
8,mean,mcmc,gamma,3,0.72494900303615
8,sd,mcmc,gamma,3,0.219537215354801
8,effsize,mcmc,gamma,3,1523.35913310137
8,mean,mcmc,gamma,4,-0.224311703677555
8,sd,mcmc,gamma,4,0.204014305434414
8,effsize,mcmc,gamma,4,1700
8,mean,mcmc,gamma,5,0.770713197379729
8,sd,mcmc,gamma,5,0.225469134855299
8,effsize,mcmc,gamma,5,1823.66630357751
9,mean,truth,tau,-1,0.854031354355519
9,mean,mfvb,tau,-1,0.832827099453756
9,sd,mfvb,tau,-1,0.052463175958807
9,sd,lrvb,tau,-1,0.0528844188233302
9,mean,truth,nu,-1,1.96928819249086
9,mean,mfvb,nu,-1,1.03005875494131
9,sd,mfvb,nu,-1,0.485574353759716
9,sd,lrvb,nu,-1,0.489662817263317
9,mean,truth,beta,1,2.09343874472916
9,mean,mfvb,beta,1,2.09209467635505
9,sd,mfvb,beta,1,0.0521314406888836
9,sd,lrvb,beta,1,0.0672412986875407
9,mean,truth,beta,2,0.0805776736074284
9,mean,mfvb,beta,2,0.0880456173969798
9,sd,mfvb,beta,2,0.0494833058512058
9,sd,lrvb,beta,2,0.0686714805296556
9,mean,truth,beta,3,1.19195042626954
9,mean,mfvb,beta,3,1.17899674121858
9,sd,mfvb,beta,3,0.0516139366611973
9,sd,lrvb,beta,3,0.0517930748424424
9,mean,truth,gamma,1,0.554659101281385
9,mean,mfvb,gamma,1,0.623490121543725
9,sd,mfvb,gamma,1,0.133022685685405
9,sd,lrvb,gamma,1,0.153722937929416
9,mean,truth,gamma,2,-0.483966372944007
9,mean,mfvb,gamma,2,-0.480276337527961
9,sd,mfvb,gamma,2,0.119042166873497
9,sd,lrvb,gamma,2,0.135170212685684
9,mean,truth,gamma,3,-0.84767043252593
9,mean,mfvb,gamma,3,-0.790622862188195
9,sd,mfvb,gamma,3,0.123025749308935
9,sd,lrvb,gamma,3,0.140821433125645
9,mean,truth,gamma,4,-1.34839000063613
9,mean,mfvb,gamma,4,-1.35537849974095
9,sd,mfvb,gamma,4,0.112827403493279
9,sd,lrvb,gamma,4,0.136664729731526
9,mean,truth,gamma,5,0.98124761970414
9,mean,mfvb,gamma,5,1.25721267547434
9,sd,mfvb,gamma,5,0.124538528264617
9,sd,lrvb,gamma,5,0.145428462706967
9,mean,mcmc,beta,1,2.00007754395367
9,sd,mcmc,beta,1,0.065361586994312
9,effsize,mcmc,beta,1,1585.83286587886
9,mean,mcmc,beta,2,0.0488070064353504
9,sd,mcmc,beta,2,0.0635259468533791
9,effsize,mcmc,beta,2,1700
9,mean,mcmc,beta,3,1.14840865935777
9,sd,mcmc,beta,3,0.0515193126110716
9,effsize,mcmc,beta,3,1700
9,mean,mcmc,tau,-1,0.830598471140163
9,sd,mcmc,tau,-1,0.0524220990343893
9,effsize,mcmc,tau,-1,1700
9,mean,mcmc,nu,-1,1.2748338791581
9,sd,mcmc,nu,-1,0.727620873765048
9,effsize,mcmc,nu,-1,1700
9,mean,mcmc,gamma,1,0.707231460285093
9,sd,mcmc,gamma,1,0.151358674238084
9,effsize,mcmc,gamma,1,1700
9,mean,mcmc,gamma,2,-0.407752812717226
9,sd,mcmc,gamma,2,0.134193529176135
9,effsize,mcmc,gamma,2,1516.0590433662
9,mean,mcmc,gamma,3,-0.712750760277347
9,sd,mcmc,gamma,3,0.139337076342131
9,effsize,mcmc,gamma,3,1700
9,mean,mcmc,gamma,4,-1.25855461870023
9,sd,mcmc,gamma,4,0.128050652744709
9,effsize,mcmc,gamma,4,1520.18218158059
9,mean,mcmc,gamma,5,1.32933548874603
9,sd,mcmc,gamma,5,0.138877400014269
9,effsize,mcmc,gamma,5,1880.10652986832
10,mean,truth,tau,-1,0.531907074016217
10,mean,mfvb,tau,-1,0.491641348347743
10,sd,mfvb,tau,-1,0.0309704938563001
10,sd,lrvb,tau,-1,0.0312155964302937
10,mean,truth,nu,-1,3.60358068490605
10,mean,mfvb,nu,-1,1.42201044176936
10,sd,mfvb,nu,-1,0.67034215086213
10,sd,lrvb,nu,-1,0.679198926967099
10,mean,truth,beta,1,2.5371716705038
10,mean,mfvb,beta,1,2.4667778149274
10,sd,mfvb,beta,1,0.0678440392308887
10,sd,lrvb,beta,1,0.0865559957822613
10,mean,truth,beta,2,2.77205801034452
10,mean,mfvb,beta,2,2.79899394340851
10,sd,mfvb,beta,2,0.064398341742125
10,sd,lrvb,beta,2,0.0882030565997541
10,mean,truth,beta,3,0.423827164717663
10,mean,mfvb,beta,3,0.32988995236512
10,sd,mfvb,beta,3,0.0671707236239409
10,sd,lrvb,beta,3,0.0673970152344466
10,mean,truth,gamma,1,-1.12641360942323
10,mean,mfvb,gamma,1,-0.718856838426184
10,sd,mfvb,gamma,1,0.171058491075101
10,sd,lrvb,gamma,1,0.19684482151263
10,mean,truth,gamma,2,0.735108446264069
10,mean,mfvb,gamma,2,0.86568187108491
10,sd,mfvb,gamma,2,0.153444792850111
10,sd,lrvb,gamma,2,0.17355912957688
10,mean,truth,gamma,3,0.57230599456702
10,mean,mfvb,gamma,3,0.730037182277513
10,sd,mfvb,gamma,3,0.158476312496673
10,sd,lrvb,gamma,3,0.180343304224328
10,mean,truth,gamma,4,-0.379025458331513
10,mean,mfvb,gamma,4,-0.468312096953093
10,sd,mfvb,gamma,4,0.145575908760649
10,sd,lrvb,gamma,4,0.174615409854453
10,mean,truth,gamma,5,-0.443997111628516
10,mean,mfvb,gamma,5,-0.431045375124785
10,sd,mfvb,gamma,5,0.160384449977889
10,sd,lrvb,gamma,5,0.185884592209885
10,mean,mcmc,beta,1,2.2273419190803
10,sd,mcmc,beta,1,0.0857956234728618
10,effsize,mcmc,beta,1,1600.39362308972
10,mean,mcmc,beta,2,2.53852135537602
10,sd,mcmc,beta,2,0.0880875864846751
10,effsize,mcmc,beta,2,1700
10,mean,mcmc,beta,3,0.311618444360512
10,sd,mcmc,beta,3,0.065889310572505
10,effsize,mcmc,beta,3,1827.78488734223
10,mean,mcmc,tau,-1,0.480379621838206
10,sd,mcmc,tau,-1,0.0308204293362717
10,effsize,mcmc,tau,-1,1700
10,mean,mcmc,nu,-1,2.02131998466201
10,sd,mcmc,nu,-1,1.20599360487406
10,effsize,mcmc,nu,-1,1700
10,mean,mcmc,gamma,1,-0.384945663072191
10,sd,mcmc,gamma,1,0.195104675501261
10,effsize,mcmc,gamma,1,1700
10,mean,mcmc,gamma,2,1.12546615321795
10,sd,mcmc,gamma,2,0.174045385318995
10,effsize,mcmc,gamma,2,1700
10,mean,mcmc,gamma,3,1.01038578914757
10,sd,mcmc,gamma,3,0.180861071543579
10,effsize,mcmc,gamma,3,1655.02539317636
10,mean,mcmc,gamma,4,-0.130252727301315
10,sd,mcmc,gamma,4,0.177040507991393
10,effsize,mcmc,gamma,4,1700
10,mean,mcmc,gamma,5,-0.106502281309041
10,sd,mcmc,gamma,5,0.187028803150009
10,effsize,mcmc,gamma,5,1700
11,mean,truth,tau,-1,0.520126893506423
11,mean,mfvb,tau,-1,0.508687049501356
11,sd,mfvb,tau,-1,0.0320442720985665
11,sd,lrvb,tau,-1,0.0323019948022766
11,mean,truth,nu,-1,2.65926662939647
11,mean,mfvb,nu,-1,1.33517166846379
11,sd,mfvb,nu,-1,0.629405960545937
11,sd,lrvb,nu,-1,0.640711719847551
11,mean,truth,beta,1,1.64449549573829
11,mean,mfvb,beta,1,1.67115119316446
11,sd,mfvb,beta,1,0.0666981718904497
11,sd,lrvb,beta,1,0.0854545129590377
11,mean,truth,beta,2,1.44329578755363
11,mean,mfvb,beta,2,1.33155855600024
11,sd,mfvb,beta,2,0.0633106234991854
11,sd,lrvb,beta,2,0.0871318231041052
11,mean,truth,beta,3,1.96672209179219
11,mean,mfvb,beta,3,1.90189119673799
11,sd,mfvb,beta,3,0.0660362150592417
11,sd,lrvb,beta,3,0.0662647680194021
11,mean,truth,gamma,1,-1.12995081805391
11,mean,mfvb,gamma,1,-1.10991994482698
11,sd,mfvb,gamma,1,0.168492727700907
11,sd,lrvb,gamma,1,0.195624106686182
11,mean,truth,gamma,2,-1.04744628262885
11,mean,mfvb,gamma,2,-0.820016715745131
11,sd,mfvb,gamma,2,0.151086200502
11,sd,lrvb,gamma,2,0.171666691076417
11,mean,truth,gamma,3,0.15253857490492
11,mean,mfvb,gamma,3,0.0553087070493767
11,sd,mfvb,gamma,3,0.156056545174722
11,sd,lrvb,gamma,3,0.177544721336025
11,mean,truth,gamma,4,-0.581620459218644
11,mean,mfvb,gamma,4,-0.420491236461549
11,sd,mfvb,gamma,4,0.143316015926968
11,sd,lrvb,gamma,4,0.172505249899207
11,mean,truth,gamma,5,0.432703658402055
11,mean,mfvb,gamma,5,0.731730145152645
11,sd,mfvb,gamma,5,0.157941890681953
11,sd,lrvb,gamma,5,0.18307759792912
11,mean,mcmc,beta,1,1.52255538287127
11,sd,mcmc,beta,1,0.0835121669231446
11,effsize,mcmc,beta,1,1699.99999999999
11,mean,mcmc,beta,2,1.19069465728764
11,sd,mcmc,beta,2,0.0852548854119241
11,effsize,mcmc,beta,2,2065.42074668755
11,mean,mcmc,beta,3,1.81941697875773
11,sd,mcmc,beta,3,0.0668183335949175
11,effsize,mcmc,beta,3,1700
11,mean,mcmc,tau,-1,0.499729949671735
11,sd,mcmc,tau,-1,0.0316204078869818
11,effsize,mcmc,tau,-1,1700
11,mean,mcmc,nu,-1,2.2118569482137
11,sd,mcmc,nu,-1,1.25641191342818
11,effsize,mcmc,nu,-1,1891.77190922226
11,mean,mcmc,gamma,1,-0.889372477550959
11,sd,mcmc,gamma,1,0.19281477657252
11,effsize,mcmc,gamma,1,1700
11,mean,mcmc,gamma,2,-0.64690336852518
11,sd,mcmc,gamma,2,0.167798154252669
11,effsize,mcmc,gamma,2,1700
11,mean,mcmc,gamma,3,0.226995733602818
11,sd,mcmc,gamma,3,0.170920830860118
11,effsize,mcmc,gamma,3,1700
11,mean,mcmc,gamma,4,-0.222882310275755
11,sd,mcmc,gamma,4,0.170859695289963
11,effsize,mcmc,gamma,4,1700
11,mean,mcmc,gamma,5,0.885102432140818
11,sd,mcmc,gamma,5,0.183699428180511
11,effsize,mcmc,gamma,5,1832.26389284606
12,mean,truth,tau,-1,0.361036779959718
12,mean,mfvb,tau,-1,0.34053440967729
12,sd,mfvb,tau,-1,0.0214516514491976
12,sd,lrvb,tau,-1,0.0216208464888963
12,mean,truth,nu,-1,2.48171173542094
12,mean,mfvb,nu,-1,1.59841729984272
12,sd,mfvb,nu,-1,0.753501141256453
12,sd,lrvb,nu,-1,0.769802368700296
12,mean,truth,beta,1,2.69274209803441
12,mean,mfvb,beta,1,2.81423779363102
12,sd,mfvb,beta,1,0.0815099676389445
12,sd,lrvb,beta,1,0.103244072335825
12,mean,truth,beta,2,2.46148303901029
12,mean,mfvb,beta,2,2.63034630088247
12,sd,mfvb,beta,2,0.0773709713399514
12,sd,lrvb,beta,2,0.105032381787158
12,mean,truth,beta,3,2.25540145595294
12,mean,mfvb,beta,3,2.26369689434881
12,sd,mfvb,beta,3,0.0807012408869766
12,sd,lrvb,beta,3,0.0809665326631474
12,mean,truth,gamma,1,0.373387113045787
12,mean,mfvb,gamma,1,-0.0733028439734535
12,sd,mfvb,gamma,1,0.202923549334371
12,sd,lrvb,gamma,1,0.231539169699538
12,mean,truth,gamma,2,0.00726102892036728
12,mean,mfvb,gamma,2,0.184172724391361
12,sd,mfvb,gamma,2,0.18247951394356
12,sd,lrvb,gamma,2,0.204713163370806
12,mean,truth,gamma,3,-0.582478943674445
12,mean,mfvb,gamma,3,-1.16914838535909
12,sd,mfvb,gamma,3,0.188334916994559
12,sd,lrvb,gamma,3,0.2168400988984
12,mean,truth,gamma,4,-0.0381242449454154
12,mean,mfvb,gamma,4,-0.100587545181587
12,sd,mfvb,gamma,4,0.173298661446229
12,sd,lrvb,gamma,4,0.20648078222623
12,mean,truth,gamma,5,0.331206925482838
12,mean,mfvb,gamma,5,-0.194837327922544
12,sd,mfvb,gamma,5,0.190552349439037
12,sd,lrvb,gamma,5,0.219692739524356
12,mean,mcmc,beta,1,2.46366938526484
12,sd,mcmc,beta,1,0.0996620435827083
12,effsize,mcmc,beta,1,1700
12,mean,mcmc,beta,2,2.28203314898496
12,sd,mcmc,beta,2,0.0993865510672425
12,effsize,mcmc,beta,2,1700
12,mean,mcmc,beta,3,2.11645764895448
12,sd,mcmc,beta,3,0.0805687173965497
12,effsize,mcmc,beta,3,1700
12,mean,mcmc,tau,-1,0.326525812219742
12,sd,mcmc,tau,-1,0.0204800401055427
12,effsize,mcmc,tau,-1,1700
12,mean,mcmc,nu,-1,3.075022716892
12,sd,mcmc,nu,-1,1.7529192938441
12,effsize,mcmc,nu,-1,1700
12,mean,mcmc,gamma,1,0.362366025408914
12,sd,mcmc,gamma,1,0.238485655146709
12,effsize,mcmc,gamma,1,1700
12,mean,mcmc,gamma,2,0.546211675459776
12,sd,mcmc,gamma,2,0.204083567769807
12,effsize,mcmc,gamma,2,1700
12,mean,mcmc,gamma,3,-0.728110640142776
12,sd,mcmc,gamma,3,0.204716729445161
12,effsize,mcmc,gamma,3,1574.76956718402
12,mean,mcmc,gamma,4,0.349901695427924
12,sd,mcmc,gamma,4,0.201724440830666
12,effsize,mcmc,gamma,4,1700
12,mean,mcmc,gamma,5,0.205972010892997
12,sd,mcmc,gamma,5,0.210662784127012
12,effsize,mcmc,gamma,5,1872.81678597263
13,mean,truth,tau,-1,0.816666223003421
13,mean,mfvb,tau,-1,0.783511956572264
13,sd,mfvb,tau,-1,0.0493566139603774
13,sd,lrvb,tau,-1,0.049751390123879
13,mean,truth,nu,-1,3.54303014411255
13,mean,mfvb,nu,-1,1.467962976162
13,sd,mfvb,nu,-1,0.692004383316627
13,sd,lrvb,nu,-1,0.700163249988879
13,mean,truth,beta,1,1.24609764250859
13,mean,mfvb,beta,1,1.31111235060503
13,sd,mfvb,beta,1,0.0537465503875897
13,sd,lrvb,beta,1,0.0691908962234945
13,mean,truth,beta,2,0.709574585975576
13,mean,mfvb,beta,2,0.655146413068129
13,sd,mfvb,beta,2,0.051016415105794
13,sd,lrvb,beta,2,0.0706344565672633
13,mean,truth,beta,3,0.440990918464629
13,mean,mfvb,beta,3,0.411590650628683
13,sd,mfvb,beta,3,0.0532130252398426
13,sd,lrvb,beta,3,0.0533948593878306
13,mean,truth,gamma,1,-0.325914335161672
13,mean,mfvb,gamma,1,-0.330610079588644
13,sd,mfvb,gamma,1,0.136506140234537
13,sd,lrvb,gamma,1,0.1572776232773
13,mean,truth,gamma,2,0.888571515488113
13,mean,mfvb,gamma,2,1.09847509949347
13,sd,mfvb,gamma,2,0.122272754873032
13,sd,lrvb,gamma,2,0.139515284129424
13,mean,truth,gamma,3,0.936021034090652
13,mean,mfvb,gamma,3,0.821259608381341
13,sd,mfvb,gamma,3,0.126332388473213
13,sd,lrvb,gamma,3,0.14486577285537
13,mean,truth,gamma,4,0.257528162273417
13,mean,mfvb,gamma,4,0.232339241200003
13,sd,mfvb,gamma,4,0.115933308309494
13,sd,lrvb,gamma,4,0.139881654110727
13,mean,truth,gamma,5,0.266869546430257
13,mean,mfvb,gamma,5,0.0849050060143707
13,sd,mfvb,gamma,5,0.127873231103124
13,sd,lrvb,gamma,5,0.148875628576875
13,mean,mcmc,beta,1,1.24543204684891
13,sd,mcmc,beta,1,0.067649296423376
13,effsize,mcmc,beta,1,1700
13,mean,mcmc,beta,2,0.60684910679219
13,sd,mcmc,beta,2,0.0689261925876057
13,effsize,mcmc,beta,2,1503.76405268902
13,mean,mcmc,beta,3,0.397036059829033
13,sd,mcmc,beta,3,0.0531014325026796
13,effsize,mcmc,beta,3,1927.78892441591
13,mean,mcmc,tau,-1,0.783140735887053
13,sd,mcmc,tau,-1,0.0498406139159196
13,effsize,mcmc,tau,-1,1700
13,mean,mcmc,nu,-1,2.09060218957333
13,sd,mcmc,nu,-1,1.13752686893378
13,effsize,mcmc,nu,-1,1700
13,mean,mcmc,gamma,1,-0.253789500247419
13,sd,mcmc,gamma,1,0.155437854221321
13,effsize,mcmc,gamma,1,1700
13,mean,mcmc,gamma,2,1.15267978673378
13,sd,mcmc,gamma,2,0.142446544005254
13,effsize,mcmc,gamma,2,1700
13,mean,mcmc,gamma,3,0.877842236667473
13,sd,mcmc,gamma,3,0.149685799768266
13,effsize,mcmc,gamma,3,1700
13,mean,mcmc,gamma,4,0.302592591365149
13,sd,mcmc,gamma,4,0.134893144965197
13,effsize,mcmc,gamma,4,1700
13,mean,mcmc,gamma,5,0.153870868563764
13,sd,mcmc,gamma,5,0.144880690984749
13,effsize,mcmc,gamma,5,1875.34431678044
14,mean,truth,tau,-1,0.647393438072872
14,mean,mfvb,tau,-1,0.631617052001416
14,sd,mfvb,tau,-1,0.0397881343672262
14,sd,lrvb,tau,-1,0.0401088656366689
14,mean,truth,nu,-1,0.978564010459446
14,mean,mfvb,nu,-1,0.939867886067406
14,sd,mfvb,nu,-1,0.443057970438485
14,sd,lrvb,nu,-1,0.448541977857565
14,mean,truth,beta,1,0.321218571080897
14,mean,mfvb,beta,1,0.259103335153932
14,sd,mfvb,beta,1,0.0598592525670264
14,sd,lrvb,beta,1,0.0771172938863359
14,mean,truth,beta,2,1.33670183265234
14,mean,mfvb,beta,2,1.37633442629681
14,sd,mfvb,beta,2,0.0568188067721571
14,sd,lrvb,beta,2,0.0787609690690162
14,mean,truth,beta,3,1.6070347829922
14,mean,mfvb,beta,3,1.60864878733791
14,sd,mfvb,beta,3,0.0592651024785828
14,sd,lrvb,beta,3,0.0594688069141876
14,mean,truth,gamma,1,0.245398413229891
14,mean,mfvb,gamma,1,0.211770012447042
14,sd,mfvb,gamma,1,0.152466277888723
14,sd,lrvb,gamma,1,0.176068894418517
14,mean,truth,gamma,2,0.458534408874323
14,mean,mfvb,gamma,2,0.511040724063441
14,sd,mfvb,gamma,2,0.136492401756079
14,sd,lrvb,gamma,2,0.154948893633203
14,mean,truth,gamma,3,-1.42983728217755
14,mean,mfvb,gamma,3,-1.52194191464681
14,sd,mfvb,gamma,3,0.141045747314954
14,sd,lrvb,gamma,3,0.161344105401676
14,mean,truth,gamma,4,0.541559637679085
14,mean,mfvb,gamma,4,0.459648500443149
14,sd,mfvb,gamma,4,0.12938607208467
14,sd,lrvb,gamma,4,0.156275601188952
14,mean,truth,gamma,5,2.01791689023001
14,mean,mfvb,gamma,5,1.62583070211405
14,sd,mfvb,gamma,5,0.142774532439784
14,sd,lrvb,gamma,5,0.167413904127515
14,mean,mcmc,beta,1,0.217100384467532
14,sd,mcmc,beta,1,0.0727872657534681
14,effsize,mcmc,beta,1,1700
14,mean,mcmc,beta,2,1.28987890225321
14,sd,mcmc,beta,2,0.0775479401332389
14,effsize,mcmc,beta,2,1890.44380777928
14,mean,mcmc,beta,3,1.55188077327349
14,sd,mcmc,beta,3,0.0589150283673433
14,effsize,mcmc,beta,3,1826.74874819305
14,mean,mcmc,tau,-1,0.629108471180714
14,sd,mcmc,tau,-1,0.0398664330132572
14,effsize,mcmc,tau,-1,1751.79225666805
14,mean,mcmc,nu,-1,1.07438475979562
14,sd,mcmc,nu,-1,0.593031787824642
14,effsize,mcmc,nu,-1,1700
14,mean,mcmc,gamma,1,0.310262595111865
14,sd,mcmc,gamma,1,0.178495340415728
14,effsize,mcmc,gamma,1,1700
14,mean,mcmc,gamma,2,0.581536375781423
14,sd,mcmc,gamma,2,0.155987626489509
14,effsize,mcmc,gamma,2,1700
14,mean,mcmc,gamma,3,-1.44265999646963
14,sd,mcmc,gamma,3,0.159089054973585
14,effsize,mcmc,gamma,3,1925.9505049158
14,mean,mcmc,gamma,4,0.552219426166044
14,sd,mcmc,gamma,4,0.156742922074488
14,effsize,mcmc,gamma,4,1700
14,mean,mcmc,gamma,5,1.70190403591854
14,sd,mcmc,gamma,5,0.168566453965951
14,effsize,mcmc,gamma,5,2104.62958575547
15,mean,truth,tau,-1,0.329280784783576
15,mean,mfvb,tau,-1,0.304120279521153
15,sd,mfvb,tau,-1,0.0191577768634386
15,sd,lrvb,tau,-1,0.0193050410525722
15,mean,truth,nu,-1,3.16836182385596
15,mean,mfvb,nu,-1,1.74283373777516
15,sd,mfvb,nu,-1,0.821579702974342
15,sd,lrvb,nu,-1,0.836662127540686
15,mean,truth,beta,1,1.14057731635059
15,mean,mfvb,beta,1,1.07138934060197
15,sd,mfvb,beta,1,0.0862484163607181
15,sd,lrvb,beta,1,0.108472273654173
15,mean,truth,beta,2,2.09187367843167
15,mean,mfvb,beta,2,2.04847033918667
15,sd,mfvb,beta,2,0.0818691249631746
15,sd,lrvb,beta,2,0.110218733088483
15,mean,truth,beta,3,0.572606646565518
15,mean,mfvb,beta,3,0.640270138413664
15,sd,mfvb,beta,3,0.0853927645465067
15,sd,lrvb,beta,3,0.085670146530135
15,mean,truth,gamma,1,-0.434274976327436
15,mean,mfvb,gamma,1,-0.493569132694768
15,sd,mfvb,gamma,1,0.21318455524973
15,sd,lrvb,gamma,1,0.243596012366931
15,mean,truth,gamma,2,-0.142632163321204
15,mean,mfvb,gamma,2,-0.00075868983128689
15,sd,mfvb,gamma,2,0.19197014226547
15,sd,lrvb,gamma,2,0.214789554633129
15,mean,truth,gamma,3,-0.362609253105514
15,mean,mfvb,gamma,3,-0.552733571304896
15,sd,mfvb,gamma,3,0.198055056630821
15,sd,lrvb,gamma,3,0.224455464062394
15,mean,truth,gamma,4,0.323412116813694
15,mean,mfvb,gamma,4,0.488565278658228
15,sd,mfvb,gamma,4,0.182415799819704
15,sd,lrvb,gamma,4,0.215932739022389
15,mean,truth,gamma,5,-0.807376737555205
15,mean,mfvb,gamma,5,-0.425720091780389
15,sd,mfvb,gamma,5,0.200357584146451
15,sd,lrvb,gamma,5,0.230709659557238
15,mean,mcmc,beta,1,0.897378770459788
15,sd,mcmc,beta,1,0.101091357324461
15,effsize,mcmc,beta,1,1700
15,mean,mcmc,beta,2,1.79885811907492
15,sd,mcmc,beta,2,0.102083906871863
15,effsize,mcmc,beta,2,1700
15,mean,mcmc,beta,3,0.59377827698791
15,sd,mcmc,beta,3,0.0831305029248339
15,effsize,mcmc,beta,3,1700
15,mean,mcmc,tau,-1,0.299501825035188
15,sd,mcmc,tau,-1,0.0195980667133864
15,effsize,mcmc,tau,-1,1606.60367357384
15,mean,mcmc,nu,-1,3.63715442833701
15,sd,mcmc,nu,-1,2.16885808143452
15,effsize,mcmc,nu,-1,1700
15,mean,mcmc,gamma,1,-0.186697182103983
15,sd,mcmc,gamma,1,0.22486394918731
15,effsize,mcmc,gamma,1,2267.8202758056
15,mean,mcmc,gamma,2,0.219690707253564
15,sd,mcmc,gamma,2,0.209676246299029
15,effsize,mcmc,gamma,2,1700
15,mean,mcmc,gamma,3,-0.283139390908659
15,sd,mcmc,gamma,3,0.207848375215684
15,effsize,mcmc,gamma,3,1700
15,mean,mcmc,gamma,4,0.717719528453855
15,sd,mcmc,gamma,4,0.20608117441148
15,effsize,mcmc,gamma,4,1700
15,mean,mcmc,gamma,5,-0.160298926332817
15,sd,mcmc,gamma,5,0.212210602288771
15,effsize,mcmc,gamma,5,1700
16,mean,truth,tau,-1,0.435919177402309
16,mean,mfvb,tau,-1,0.4855495372725
16,sd,mfvb,tau,-1,0.0305867458291791
16,sd,lrvb,tau,-1,0.0308337946575034
16,mean,truth,nu,-1,1.57086399060786
16,mean,mfvb,nu,-1,1.33027317399223
16,sd,mfvb,nu,-1,0.627096788106973
16,sd,lrvb,nu,-1,0.642123620503764
16,mean,truth,beta,1,2.38738938139361
16,mean,mfvb,beta,1,2.56345249987067
